#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 32, 29, -
 0, 34, 29, -
 0, 31, 28, -
 0, 23, 28, -
 0, 13, 28, -
 0, 13, 28, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 28, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 28, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
